entity_id,event_timestamp,is_fraud,has_fraud_7d,num_transactions_7d,credit_score,account_age_days,has_2fa_installed
077t48,2025-05-13 16:42:18.179721+00:00,0,False,10,460,127,False
077t48,2025-05-13 16:42:18.179721+00:00,0,False,10,460,127,False
0b8nm6,2025-05-13 12:19:06.271593+00:00,0,False,7,778,57,True
0b8nm6,2025-05-13 12:19:06.271593+00:00,0,False,7,778,57,True
0e21cp,2025-05-13 06:42:13.585538+00:00,0,False,6,362,116,False
0e21cp,2025-05-13 06:42:13.585538+00:00,0,False,6,362,116,False
0gq84b,2025-05-13 05:06:56.204656+00:00,0,False,6,358,942,True
0gq84b,2025-05-13 05:06:56.204656+00:00,0,False,6,358,942,True
0q5nsz,2025-05-13 01:23:46.957054+00:00,0,False,9,485,592,True
0q5nsz,2025-05-13 01:23:46.957054+00:00,0,False,9,485,592,True
11h8a2,2025-05-13 05:29:09.318818+00:00,0,False,3,457,175,True
11h8a2,2025-05-13 05:29:09.318818+00:00,0,False,3,457,175,True
14cs68,2025-05-12 10:40:15.559454+00:00,0,True,7,820,564,True
14cs68,2025-05-12 10:40:15.559454+00:00,0,True,7,820,564,True
1851nv,2025-05-13 12:05:58.868298+00:00,0,False,4,587,608,True
1851nv,2025-05-13 12:05:58.868298+00:00,0,False,4,587,608,True
1avigs,2025-05-12 22:40:50.366717+00:00,0,False,9,375,502,True
1avigs,2025-05-12 22:40:50.366717+00:00,0,False,9,375,502,True
1ee3j8,2025-05-13 01:08:47.046754+00:00,0,True,7,671,774,False
1ee3j8,2025-05-13 01:08:47.046754+00:00,0,True,7,671,774,False
1lf4yj,2025-05-13 16:48:01.915885+00:00,0,False,8,767,88,True
1lf4yj,2025-05-13 16:48:01.915885+00:00,0,False,8,767,88,True
1nndxp,2025-05-12 16:39:36.333889+00:00,0,False,8,817,175,True
1nndxp,2025-05-12 16:39:36.333889+00:00,0,False,8,817,175,True
1qw08x,2025-05-13 21:45:25.823879+00:00,0,False,10,384,108,False
1qw08x,2025-05-13 21:45:25.823879+00:00,0,False,10,384,108,False
1rqnim,2025-05-13 14:38:36.043077+00:00,0,True,5,414,364,False
1rqnim,2025-05-13 14:38:36.043077+00:00,0,True,5,414,364,False
1v543h,2025-05-13 12:26:26.952452+00:00,0,False,8,371,824,False
1v543h,2025-05-13 12:26:26.952452+00:00,0,False,8,371,824,False
24wklu,2025-05-13 11:12:26.916986+00:00,0,False,6,732,799,False
24wklu,2025-05-13 11:12:26.916986+00:00,0,False,6,732,799,False
2azgjt,2025-05-13 15:52:46.488639+00:00,0,False,9,586,701,True
2azgjt,2025-05-13 15:52:46.488639+00:00,0,False,9,586,701,True
2c2zl4,2025-05-13 20:06:45.171464+00:00,0,False,6,507,236,True
2c2zl4,2025-05-13 20:06:45.171464+00:00,0,False,6,507,236,True
2c2zl4,2025-05-13 19:57:49.969819+00:00,0,False,6,507,236,True
2c2zl4,2025-05-13 19:57:49.969819+00:00,0,False,6,507,236,True
2eqglu,2025-05-13 10:16:13.637659+00:00,0,True,10,695,139,True
2eqglu,2025-05-13 10:16:13.637659+00:00,0,True,10,695,139,True
2qkgfq,2025-05-13 06:25:21.108600+00:00,0,True,5,562,410,True
2qkgfq,2025-05-13 06:25:21.108600+00:00,0,True,5,562,410,True
2ssydf,2025-05-12 19:23:36.487055+00:00,0,False,6,583,120,False
2ssydf,2025-05-12 19:23:36.487055+00:00,0,False,6,583,120,False
3agwqo,2025-05-13 19:40:26.640105+00:00,0,False,5,423,89,True
3agwqo,2025-05-13 19:40:26.640105+00:00,0,False,5,423,89,True
3bssun,2025-05-12 13:51:36.774603+00:00,0,False,8,689,792,False
3bssun,2025-05-12 13:51:36.774603+00:00,0,False,8,689,792,False
3c5qzk,2025-05-13 05:14:38.134557+00:00,0,False,8,771,477,False
3c5qzk,2025-05-13 05:14:38.134557+00:00,0,False,8,771,477,False
3mklxw,2025-05-13 14:10:12.687774+00:00,0,False,11,485,88,True
3mklxw,2025-05-13 14:10:12.687774+00:00,0,False,11,485,88,True
3r8lzo,2025-05-13 19:08:43.365110+00:00,0,False,2,659,258,False
3r8lzo,2025-05-13 19:08:43.365110+00:00,0,False,2,659,258,False
3so95n,2025-05-12 23:01:47.429586+00:00,0,False,8,552,687,True
3so95n,2025-05-12 23:01:47.429586+00:00,0,False,8,552,687,True
3w9vjj,2025-05-12 16:28:05.462638+00:00,0,False,12,805,907,False
3w9vjj,2025-05-12 16:28:05.462638+00:00,0,False,12,805,907,False
3wt2ga,2025-05-13 11:55:55.592439+00:00,0,False,5,360,374,True
3wt2ga,2025-05-13 11:55:55.592439+00:00,0,False,5,360,374,True
425eu9,2025-05-13 13:20:10.016659+00:00,0,False,6,765,378,False
425eu9,2025-05-13 13:20:10.016659+00:00,0,False,6,765,378,False
4c3adu,2025-05-12 13:38:00.901526+00:00,0,False,9,407,537,False
4c3adu,2025-05-12 13:38:00.901526+00:00,0,False,9,407,537,False
4evij6,2025-05-13 11:17:03.149443+00:00,0,True,8,750,752,True
4evij6,2025-05-13 11:17:03.149443+00:00,0,True,8,750,752,True
4ihfxv,2025-05-13 08:48:24.588520+00:00,0,False,8,490,635,False
4ihfxv,2025-05-13 08:48:24.588520+00:00,0,False,8,490,635,False
4jkus0,2025-05-13 10:43:56.013541+00:00,0,False,9,369,305,True
4jkus0,2025-05-13 10:43:56.013541+00:00,0,False,9,369,305,True
5b6wnz,2025-05-12 15:10:14.317978+00:00,0,True,8,635,671,False
5b6wnz,2025-05-12 15:10:14.317978+00:00,0,True,8,635,671,False
5d2rpd,2025-05-13 14:51:29.935456+00:00,0,True,9,825,951,False
5d2rpd,2025-05-13 14:51:29.935456+00:00,0,True,9,825,951,False
5gvjrw,2025-05-12 10:58:35.564484+00:00,0,True,8,793,619,True
5gvjrw,2025-05-12 10:58:35.564484+00:00,0,True,8,793,619,True
5pszs0,2025-05-13 06:38:16.558483+00:00,0,True,6,506,514,True
5pszs0,2025-05-13 06:38:16.558483+00:00,0,True,6,506,514,True
5sqib7,2025-05-12 09:06:36.787312+00:00,0,False,7,678,308,False
5sqib7,2025-05-12 09:06:36.787312+00:00,0,False,7,678,308,False
5w71x1,2025-05-13 13:55:06.410269+00:00,0,False,1,617,650,False
5w71x1,2025-05-13 13:55:06.410269+00:00,0,False,1,617,650,False
61sz5n,2025-05-13 17:32:01.665115+00:00,0,False,4,532,144,False
61sz5n,2025-05-13 17:32:01.665115+00:00,0,False,4,532,144,False
63rm4u,2025-05-13 14:35:20.724341+00:00,0,True,9,413,449,True
63rm4u,2025-05-13 14:35:20.724341+00:00,0,True,9,413,449,True
65j6ad,2025-05-13 13:11:52.191050+00:00,0,True,4,619,237,True
65j6ad,2025-05-13 13:11:52.191050+00:00,0,True,4,619,237,True
673bu2,2025-05-12 21:54:37.190831+00:00,0,False,6,436,377,True
673bu2,2025-05-12 21:54:37.190831+00:00,0,False,6,436,377,True
6kf3ch,2025-05-13 03:58:00.687161+00:00,0,False,5,821,585,False
6kf3ch,2025-05-13 03:58:00.687161+00:00,0,False,5,821,585,False
6mk9ri,2025-05-13 07:07:16.334363+00:00,0,True,12,602,845,True
6mk9ri,2025-05-13 07:07:16.334363+00:00,0,True,12,602,845,True
70bpd4,2025-05-12 09:27:28.771456+00:00,0,False,4,439,430,True
70bpd4,2025-05-12 09:27:28.771456+00:00,0,False,4,439,430,True
79afpk,2025-05-13 06:42:22.533331+00:00,0,False,9,728,192,True
79afpk,2025-05-13 06:42:22.533331+00:00,0,False,9,728,192,True
80giji,2025-05-13 09:14:15.863431+00:00,0,True,7,502,310,False
80giji,2025-05-13 09:14:15.863431+00:00,0,True,7,502,310,False
82lxlb,2025-05-13 02:20:42.039477+00:00,0,True,12,712,589,True
82lxlb,2025-05-13 02:20:42.039477+00:00,0,True,12,712,589,True
87cvps,2025-05-13 13:21:39.538112+00:00,0,False,7,662,331,False
87cvps,2025-05-13 13:21:39.538112+00:00,0,False,7,662,331,False
882rsy,2025-05-13 04:08:14.630551+00:00,0,False,4,749,92,True
882rsy,2025-05-13 04:08:14.630551+00:00,0,False,4,749,92,True
898c07,2025-05-12 08:27:04.522397+00:00,0,False,8,728,233,True
898c07,2025-05-12 08:27:04.522397+00:00,0,False,8,728,233,True
8bx43x,2025-05-12 11:03:04.725496+00:00,0,True,8,459,540,True
8bx43x,2025-05-12 11:03:04.725496+00:00,0,True,8,459,540,True
8foge2,2025-05-13 17:51:40.970679+00:00,0,True,15,361,758,True
8foge2,2025-05-13 17:51:40.970679+00:00,0,True,15,361,758,True
8i7958,2025-05-13 13:28:53.353249+00:00,0,False,6,742,58,False
8i7958,2025-05-13 13:28:53.353249+00:00,0,False,6,742,58,False
8mylxh,2025-05-12 10:29:23.620202+00:00,0,False,3,785,156,False
8mylxh,2025-05-12 10:29:23.620202+00:00,0,False,3,785,156,False
9kj4sv,2025-05-13 03:12:28.240721+00:00,0,False,5,416,573,True
9kj4sv,2025-05-13 03:12:28.240721+00:00,0,False,5,416,573,True
9kpz8d,2025-05-12 19:40:27.641515+00:00,0,False,6,532,401,False
9kpz8d,2025-05-12 19:40:27.641515+00:00,0,False,6,532,401,False
9oqysq,2025-05-13 19:26:20.860761+00:00,0,False,13,693,802,False
9oqysq,2025-05-13 19:26:20.860761+00:00,0,False,13,693,802,False
a3b6rg,2025-05-12 21:29:12.808696+00:00,0,True,9,713,688,True
a3b6rg,2025-05-12 21:29:12.808696+00:00,0,True,9,713,688,True
abkjsg,2025-05-13 09:22:33.847681+00:00,0,False,8,791,617,True
abkjsg,2025-05-13 09:22:33.847681+00:00,0,False,8,791,617,True
ag811f,2025-05-13 02:34:22.697709+00:00,0,False,4,381,814,True
ag811f,2025-05-13 02:34:22.697709+00:00,0,False,4,381,814,True
ahcq7f,2025-05-12 14:02:22.182085+00:00,0,False,6,841,559,False
ahcq7f,2025-05-12 14:02:22.182085+00:00,0,False,6,841,559,False
alsuwm,2025-05-13 02:35:26.713412+00:00,0,False,9,533,162,False
alsuwm,2025-05-13 02:35:26.713412+00:00,0,False,9,533,162,False
aw1234,2025-05-13 03:19:26.925871+00:00,0,False,5,799,166,False
aw1234,2025-05-13 03:19:26.925871+00:00,0,False,5,799,166,False
b0ehsv,2025-05-13 13:48:40.980770+00:00,0,True,3,847,525,True
b0ehsv,2025-05-13 13:48:40.980770+00:00,0,True,3,847,525,True
b3bxr7,2025-05-12 23:15:09.156918+00:00,0,False,9,544,478,True
b3bxr7,2025-05-12 23:15:09.156918+00:00,0,False,9,544,478,True
bcn5h3,2025-05-13 18:05:41.897461+00:00,0,False,6,769,72,False
bcn5h3,2025-05-13 18:05:41.897461+00:00,0,False,6,769,72,False
botlkd,2025-05-12 09:50:13.502751+00:00,0,False,9,750,761,False
botlkd,2025-05-12 09:50:13.502751+00:00,0,False,9,750,761,False
bs5x04,2025-05-12 16:47:41.684721+00:00,0,False,7,657,199,True
bs5x04,2025-05-12 16:47:41.684721+00:00,0,False,7,657,199,True
bsedpf,2025-05-13 13:14:22.634707+00:00,0,False,3,718,362,True
bsedpf,2025-05-13 13:14:22.634707+00:00,0,False,3,718,362,True
btzgtq,2025-05-13 11:52:17.189881+00:00,0,False,10,412,263,False
btzgtq,2025-05-13 11:52:17.189881+00:00,0,False,10,412,263,False
bz6syl,2025-05-13 07:17:56.788306+00:00,0,True,9,843,132,False
bz6syl,2025-05-13 07:17:56.788306+00:00,0,True,9,843,132,False
c3vzcb,2025-05-12 16:56:25.981530+00:00,0,False,9,665,944,True
c3vzcb,2025-05-12 16:56:25.981530+00:00,0,False,9,665,944,True
c3xckk,2025-05-12 14:13:21.601135+00:00,0,False,6,776,591,True
c3xckk,2025-05-12 14:13:21.601135+00:00,0,False,6,776,591,True
c6cfkw,2025-05-13 03:45:43.694784+00:00,0,False,3,844,792,False
c6cfkw,2025-05-13 03:45:43.694784+00:00,0,False,3,844,792,False
ciwl99,2025-05-13 18:25:19.146013+00:00,0,False,4,545,370,False
ciwl99,2025-05-13 18:25:19.146013+00:00,0,False,4,545,370,False
crwosq,2025-05-12 11:39:42.737826+00:00,0,False,8,657,822,False
crwosq,2025-05-12 11:39:42.737826+00:00,0,False,8,657,822,False
crwosq,2025-05-13 21:10:24.136750+00:00,0,False,8,657,822,False
crwosq,2025-05-13 21:10:24.136750+00:00,0,False,8,657,822,False
crylwx,2025-05-12 11:33:46.863090+00:00,0,False,9,403,121,True
crylwx,2025-05-12 11:33:46.863090+00:00,0,False,9,403,121,True
ctttbu,2025-05-13 21:20:22.919112+00:00,0,False,8,610,560,True
ctttbu,2025-05-13 21:20:22.919112+00:00,0,False,8,610,560,True
cub8hd,2025-05-12 18:33:43.975826+00:00,0,True,9,848,293,False
cub8hd,2025-05-12 18:33:43.975826+00:00,0,True,9,848,293,False
d8t7ua,2025-05-12 07:38:18.200118+00:00,0,False,8,769,676,False
d8t7ua,2025-05-12 07:38:18.200118+00:00,0,False,8,769,676,False
da2vpt,2025-05-13 16:21:24.367078+00:00,0,True,4,847,121,False
da2vpt,2025-05-13 16:21:24.367078+00:00,0,True,4,847,121,False
ddbi2s,2025-05-12 08:44:36.425441+00:00,0,True,10,480,888,False
ddbi2s,2025-05-12 08:44:36.425441+00:00,0,True,10,480,888,False
dpfsnr,2025-05-12 16:42:49.029035+00:00,0,False,5,494,420,False
dpfsnr,2025-05-12 16:42:49.029035+00:00,0,False,5,494,420,False
e0901g,2025-05-13 05:54:59.723860+00:00,0,False,5,372,373,True
e0901g,2025-05-13 05:54:59.723860+00:00,0,False,5,372,373,True
e0mu0g,2025-05-13 07:53:47.332615+00:00,0,False,1,383,621,False
e0mu0g,2025-05-13 07:53:47.332615+00:00,0,False,1,383,621,False
e275yl,2025-05-13 12:06:05.004453+00:00,0,False,6,607,328,True
e275yl,2025-05-13 12:06:05.004453+00:00,0,False,6,607,328,True
e82mqh,2025-05-12 15:13:54.787195+00:00,0,True,9,588,784,False
e82mqh,2025-05-12 15:13:54.787195+00:00,0,True,9,588,784,False
eefd2m,2025-05-12 19:23:08.202480+00:00,0,False,10,651,592,False
eefd2m,2025-05-12 19:23:08.202480+00:00,0,False,10,651,592,False
emmf0d,2025-05-12 15:46:06.274787+00:00,0,True,9,706,560,True
emmf0d,2025-05-12 15:46:06.274787+00:00,0,True,9,706,560,True
ev9e7y,2025-05-13 06:53:40.648873+00:00,0,False,12,757,353,False
ev9e7y,2025-05-13 06:53:40.648873+00:00,0,False,12,757,353,False
f7k6mn,2025-05-13 05:02:39.953578+00:00,0,False,4,771,562,False
f7k6mn,2025-05-13 05:02:39.953578+00:00,0,False,4,771,562,False
fdh00w,2025-05-12 18:33:35.398937+00:00,0,False,14,834,752,False
fdh00w,2025-05-12 18:33:35.398937+00:00,0,False,14,834,752,False
fdo5lp,2025-05-13 20:56:10.903874+00:00,0,False,5,673,306,True
fdo5lp,2025-05-13 20:56:10.903874+00:00,0,False,5,673,306,True
fozigm,2025-05-12 20:59:11.224435+00:00,0,False,4,798,718,False
fozigm,2025-05-12 20:59:11.224435+00:00,0,False,4,798,718,False
fx50tp,2025-05-13 18:41:59.916105+00:00,0,False,8,619,222,True
fx50tp,2025-05-13 18:41:59.916105+00:00,0,False,8,619,222,True
fzh25d,2025-05-12 10:37:40.488768+00:00,0,False,7,659,561,True
fzh25d,2025-05-12 10:37:40.488768+00:00,0,False,7,659,561,True
g1be5z,2025-05-13 08:07:12.816161+00:00,0,False,8,435,931,True
g1be5z,2025-05-13 08:07:12.816161+00:00,0,False,8,435,931,True
g5zdvb,2025-05-12 11:44:19.414022+00:00,0,True,5,549,582,True
g5zdvb,2025-05-12 11:44:19.414022+00:00,0,True,5,549,582,True
g6ugpm,2025-05-13 07:51:43.001878+00:00,0,True,8,421,744,True
g6ugpm,2025-05-13 07:51:43.001878+00:00,0,True,8,421,744,True
ghbs0y,2025-05-13 07:31:46.323486+00:00,0,False,8,807,160,False
ghbs0y,2025-05-13 07:31:46.323486+00:00,0,False,8,807,160,False
gkq40v,2025-05-13 06:13:39.137499+00:00,0,False,7,545,304,True
gkq40v,2025-05-13 06:13:39.137499+00:00,0,False,7,545,304,True
gm2g4h,2025-05-13 16:02:14.421738+00:00,0,True,9,485,276,True
gm2g4h,2025-05-13 16:02:14.421738+00:00,0,True,9,485,276,True
gq33rg,2025-05-13 06:49:59.197003+00:00,0,False,11,450,505,False
gq33rg,2025-05-13 06:49:59.197003+00:00,0,False,11,450,505,False
gy9bc5,2025-05-12 12:31:41.055456+00:00,0,False,7,807,913,False
gy9bc5,2025-05-12 12:31:41.055456+00:00,0,False,7,807,913,False
gzeh7p,2025-05-13 17:12:47.159267+00:00,0,False,11,692,478,True
